id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,,Copacabana,-22.96599,-43.1794,Entire home/apt,350,5,272,2022-04-23,1.87,1,311,8,
556930647599893392,Venha passar uma pernoite em um veleiro na Urca!,198206849,Andréia,,Urca,-22.94781,-43.16351,Private room,280,1,1,2022-02-19,0.25,1,365,1,
1174007,100% Best View In Copa In Suite 2,3962758,Thiago Luiz,,Copacabana,-22.97277,-43.17966,Private room,107,2,177,2022-06-07,1.69,6,357,29,
8410797,Ipanema(Arpoador) 100mdo Mar/ Jan & Carnaval +Fev,42038091,Sheila,,Ipanema,-22.98871,-43.19334,Private room,1000,3,1,2017-09-28,0.02,3,362,0,
28053241,Navegar a  Bordo de um Veleiro Francês no Rio!,193860988,Luciano,,Urca,-22.95056,-43.17175,Private room,1850,2,0,,,1,180,0,
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,,Barra da Tijuca,-23.01097,-43.32266,Entire home/apt,195,3,220,2020-04-20,1.73,2,24,0,
249842,"Copacabana, central e perto da praia",1309444,Sonia,,Copacabana,-22.96794,-43.18969,Private room,90,2,140,2022-04-08,1.12,3,6,14,
24480,"Nice and cozy near Ipanema Beach, w/ home office",99249,Goya,,Ipanema,-22.98405,-43.20189,Entire home/apt,671,3,85,2018-02-14,0.59,1,281,0,
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,Vidigal,-22.99037,-43.23115,Entire home/apt,516,7,27,2019-11-13,0.21,11,365,0,
251868,Great & comfy studio Copa!,1321287,Helena,,Copacabana,-22.9792,-43.1901,Entire home/apt,120,4,85,2022-03-01,0.66,2,68,2,
32539051,APART-HOTEL VIEIRA SOUTO 510,66213641,Lucia,,Ipanema,-22.98737,-43.20967,Entire home/apt,1500,2,6,2022-03-07,0.15,1,364,3,
25026,Beautiful Modern Decorated Studio in Copa,102840,Viviane,,Copacabana,-22.97735,-43.19105,Entire home/apt,188,4,248,2022-03-15,1.69,1,133,10,
14883302,Flat no melhor local de Ipanema,30383865,Rafael,,Ipanema,-22.98745,-43.20388,Entire home/apt,950,3,4,2019-07-09,0.06,1,81,0,
256323,Garden Studio - Home away from Home,1348172,Jennifer,,Santa Teresa,-22.91742,-43.1833,Entire home/apt,169,3,203,2022-05-30,1.63,1,119,18,
35764,COPACABANA SEA BREEZE  -  RIO - 25  X Superhost,153691,Patricia Miranda & Paulo,,Copacabana,-22.98107,-43.19136,Entire home/apt,180,3,398,2022-06-18,2.79,1,53,37,
257618,"Great Dbl Bed/Pvt Bath, Leme, 1 min from the Sea",1355685,Jorge,,Leme,-22.96102,-43.16858,Private room,217,2,39,2018-12-17,0.31,2,241,0,
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,,Botafogo,-22.95508,-43.18251,Entire home/apt,250,1,3,2016-01-05,0.03,1,89,0,
921262,Apartamento cobertura Copacabana,4952896,Mauricio,,Copacabana,-22.97165,-43.17551,Entire home/apt,170,3,262,2022-05-02,2.34,1,137,7,
48305,Bright 6bed Penthouse Seconds from Beach,70933,Goitaca,,Ipanema,-22.98591,-43.20302,Entire home/apt,1548,2,113,2022-06-08,0.82,8,280,32,
14233530,4 SUÍTES - Frente para o mar,86536634,Thaisa,,Barra da Tijuca,-23.01352,-43.32084,Entire home/apt,1600,2,9,2022-01-16,0.13,1,338,5,
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,,Barra da Tijuca,-23.00291,-43.39086,Entire home/apt,268,28,39,2022-05-24,0.32,2,48,6,
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,,Copacabana,-22.98528,-43.19264,Private room,100,3,43,2022-05-30,0.76,2,34,1,
265072,New Apartment near Copacabana Beach,829630,Luciana,,Copacabana,-22.96554,-43.17655,Entire home/apt,107,2,97,2022-06-04,0.76,3,68,24,
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,,Copacabana,-22.96574,-43.17514,Entire home/apt,970,2,8,2021-12-10,0.10,1,210,4,
271975,Unbelievable Ocean View Apartment,1423140,Maria,,Vidigal,-22.99508,-43.23604,Entire home/apt,236,1,8,2019-12-02,0.07,1,357,0,
32155702,"Apto on the barra beach, gated community with pool",142871629,Uelis,,Barra da Tijuca,-23.01175,-43.36934,Entire home/apt,324,3,25,2022-06-19,2.98,1,312,25,
41935590,Apart-Hotel Villa Del Sol Residences  803,11504031,Valdene,,Recreio dos Bandeirantes,-23.03726,-43.479,Entire home/apt,359,2,14,2022-04-06,0.66,16,13,7,
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,,Copacabana,-22.9791,-43.19008,Entire home/apt,200,3,123,2022-06-14,1.06,34,159,25,
561618823764985082,Imóvel Comercial em Itaguaí,165651495,Monica Cristina,,Santa Cruz,-22.87368,-43.77038,Entire home/apt,500,30,0,,,2,365,0,
50759,Casanova Residence great for shoots and events,233554,Felipe,,Barra da Tijuca,-23.00451,-43.30873,Entire home/apt,3050,1,7,2017-01-08,0.09,2,359,0,
12568765,Ap. in safe gated condo w/porter,67828783,Elza,,Caju,-22.88928,-43.20068,Entire home/apt,219,1,0,,,1,362,0,
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,,Copacabana,-22.9623,-43.17389,Entire home/apt,136,3,231,2022-06-06,1.80,1,311,17,
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,,Copacabana,-22.981731,-43.190571,Entire home/apt,158,3,211,2022-06-19,1.76,2,353,44,
632672324597758895,Capacidade de até 14 pessoas.,339433554,Angelo,,Vigário Geral,-22.79136,-43.31891,Entire home/apt,640,1,0,,,2,365,0,
53533,4BD JOATINGA-CASA LINDA w/POOL!  WALK TO BEACH🌺🌺🌺,249439,Sherri & Andre,,Joá,-23.00809,-43.29113,Entire home/apt,1178,2,21,2022-05-04,0.16,1,337,8,
25161906,Ótima cobertura próximo ao aeroporto do Galeão,190133622,Anna,,Ribeira,-22.82579,-43.17372,Entire home/apt,3000,2,1,2021-11-25,0.14,1,364,1,
272631,Comfort em Copacabana,1426830,Neyde,,Copacabana,-22.9675,-43.18666,Private room,119,2,24,2022-05-31,0.25,3,328,2,
64795,Ipanema amazing 3 BDRs apartment.,93005,Andrea,,Ipanema,-22.98169,-43.2028,Entire home/apt,430,3,40,2022-05-30,0.29,1,21,19,
65546,"Beach Block 3bed Penthouse, Ipanema Best Location",70933,Goitaca,,Ipanema,-22.98599,-43.20299,Entire home/apt,1351,2,69,2022-03-18,0.50,8,280,3,
66574,"Beach apart in Rio (long stay, reduced rate)",326301,Frederic,,Flamengo,-22.92837,-43.17473,Entire home/apt,250,28,1,2016-08-24,0.01,1,354,0,
273261,Amazing Huge Apartment in Leblon,533566,Lucas,,Leblon,-22.98632,-43.22936,Entire home/apt,5163,2,0,,,1,365,0,
50176202,Loft Mobiliado 01 Quarto - Promenade Fusion (Top),231442518,Thaty,,Santa Cruz,-22.87153,-43.76885,Entire home/apt,295,1,0,,,1,180,0,
53480828,casa agradável com pátio,433027042,Aneida,,Pavuna,-22.79633,-43.35148,Entire home/apt,150,1,0,,,1,365,0,
66797,Studio Apart  for rent in ipanema.,328096,Carlos,,Copacabana,-22.9824,-43.19593,Entire home/apt,150,3,243,2022-06-19,1.77,2,162,31,
34153753,NOSSO LAR II,257864405,Ana Cláudia,,Santa Cruz,-22.8748,-43.7382,Entire home/apt,900,2,0,,,1,365,0,
273363,Lindo quarto sossegado para temporada,556738,Casa Da Carmen E,,Santa Teresa,-22.91825,-43.17872,Private room,150,3,4,2017-12-04,0.05,4,203,0,
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,,Ipanema,-22.9854,-43.19602,Entire home/apt,267,2,454,2022-06-19,3.57,5,230,59,
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,,Lagoa,-22.97542,-43.19857,Entire home/apt,269,2,512,2022-06-16,4.05,5,220,55,
76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,,Copacabana,-22.98192,-43.19397,Entire home/apt,787,2,127,2021-11-15,0.96,1,274,2,
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,,Leblon,-22.98161,-43.22189,Entire home/apt,543,3,53,2021-11-30,0.42,1,188,1,
273753,Beautiful room for students,556738,Casa Da Carmen E,,Santa Teresa,-22.91709,-43.18068,Private room,150,5,2,2016-11-03,0.02,4,248,0,
34358706,Ótima casa com privacidade,231817673,Igor,,Pavuna,-22.80252,-43.34555,Entire home/apt,500,1,0,,,1,364,0,
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92742,-43.19464,Private room,170,1,216,2022-05-10,1.72,6,361,1,
14333905,Casa compartilhada,87749071,Lindenberg,,Pavuna,-22.80869,-43.38642,Entire home/apt,681,1,0,,,1,365,0,
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,,Centro,-22.91415,-43.18757,Entire home/apt,500,4,2,2017-01-12,0.02,1,365,0,
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,,Gávea,-22.97766,-43.2311,Entire home/apt,184,5,37,2021-04-30,0.33,1,0,0,
23877869,Casa na Baixada tranquilidade e segurança,179055511,Rodrigo Manilha,,Pavuna,-22.78588,-43.36536,Shared room,41,2,1,2020-02-22,0.04,1,364,0,
85807,Ipanema Copa Flat,470565,Sebastian,,Ipanema,-22.98552,-43.19432,Entire home/apt,149,2,4,2020-10-12,0.13,5,0,0,
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,,Ipanema,-22.98126,-43.19943,Private room,155,3,10,2016-08-15,0.08,1,0,0,
86670,FRONTEIRA LEBLON/IPANEMA - VISTA FANTÁSTICA,474221,June,,Leblon,-22.98361,-43.21827,Entire home/apt,25000,2,103,2022-05-23,0.78,6,3,18,
277124,Beach and Mountain beauty in Rio!,72111,David,,São Conrado,-22.99804,-43.25947,Private room,470,2,12,2016-08-14,0.09,1,365,0,
19165176,Nosso lar,134027470,Leticia,,Pavuna,-22.8034,-43.38749,Shared room,258,2,0,,,1,90,0,
86864,Apartamento Moderno e confortavel,476162,Simone,,Copacabana,-22.98174,-43.19039,Entire home/apt,111,4,15,2022-06-10,1.43,6,234,15,
86978,Room For a Rent : Rio de Janeiro,476838,Antonio,,Jacarepaguá,-22.97293,-43.38321,Private room,774,1,0,,,1,365,0,
13685537,Dolce Vita Residence Service.,48066998,Ana Cristina,,São Conrado,-23.04525,-43.27754,Entire home/apt,2000,15,0,,,1,364,0,
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,159,6,29,2022-06-13,0.23,6,118,10,
87762,Apartamento a 1 quadra da praia de Ipanema/Leblon,480527,Pablo,,Ipanema,-22.98339,-43.21436,Entire home/apt,134,2,47,2022-06-05,0.81,1,329,32,
278745,Luxury Apartment - in Ipanema,529105,Alex,,Ipanema,-22.98141,-43.20911,Entire home/apt,1748,7,1,2013-06-25,0.01,3,365,0,
14077054,Sun Drive 406 - Barra da Tijuca,4005407,Erika,,Barra da Tijuca,-23.01628,-43.378,Entire home/apt,670,2,1,2016-08-07,0.01,22,353,0,
88528,COPACABANA - Lindo apartamento na quadra da praia,474221,June,,Copacabana,-22.97794,-43.18969,Entire home/apt,276,2,73,2022-01-03,0.56,6,135,8,
88781,COPACABANA - ÓTIMA LOCALIZAÇÃO,474221,June,,Copacabana,-22.97456,-43.18807,Entire home/apt,253,2,69,2022-04-25,0.60,6,61,21,
89862,COPACABANA - No melhor lugar,474221,June,,Copacabana,-22.97607,-43.18926,Entire home/apt,311,2,47,2021-11-29,0.41,6,37,2,
89893,Exotic place in Rio de Janeiro.,483023,Geny,,Laranjeiras,-22.94124,-43.19214,Private room,465,1,0,,,1,365,0,
10700858,"Praia de Copacabana,RJ,Bairro Nobre",55278460,Ivana,,Ipanema,-23.01887,-43.20462,Entire home/apt,3814,1,0,,,1,364,0,
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,,Botafogo,-22.94265,-43.18768,Private room,188,5,21,2020-01-04,0.17,9,365,0,
281459,LAGOA MARAVILHOSA!ENTRE IPANEMA/COPACABANA/METRÔ,1116738,Nilda,,Lagoa,-22.97406,-43.20676,Entire home/apt,556,4,12,2022-04-25,0.27,1,7,3,
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,,Ipanema,-22.98088,-43.20042,Private room,207,3,167,2020-02-27,1.31,1,2,0,
14069929,"quarto p/ duas pessoas nas olimpíada,amb. familiar",84500570,Marcela,,Campo Grande,-22.85436,-43.60355,Private room,300,1,0,,,1,87,0,
2493653,Stylish 2 bedroom-Driver INCLUDED!,6996992,Ana,,São Conrado,-23.00046,-43.26531,Entire home/apt,1352,5,0,,,1,363,0,
53970149,Cobertura Frontal debruçada sobre o mar da Barra,15900036,Assunção De Fatima,,Barra da Tijuca,-23.01121,-43.35517,Entire home/apt,5000,5,0,,,23,365,0,
94895,Quarto em Copacabana - temporada,506187,Sheila,,Copacabana,-22.97256,-43.18948,Private room,150,1,8,2022-03-01,0.10,3,339,1,
12080661,Dúplex praia do recreio,64551690,Nara,,Barra da Tijuca,-23.01254,-43.37869,Entire home/apt,2500,1,0,,,1,365,0,
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,,Flamengo,-22.9365,-43.17868,Entire home/apt,336,2,36,2020-01-01,0.30,1,200,0,
96431,Amazing ocean view !,511850,Marina E Ernani,,Barra da Tijuca,-23.01124,-43.37081,Entire home/apt,464,4,53,2022-04-07,0.47,2,225,2,
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,,Copacabana,-22.98277,-43.1936,Entire home/apt,300,2,8,2022-03-03,0.08,2,363,1,
5073355,Alto luxo em frente a Praia,26198904,Thaissa,,São Conrado,-23.00055,-43.26619,Entire home/apt,1804,3,0,,,3,358,0,
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,,Botafogo,-22.94169,-43.18703,Private room,388,8,18,2021-12-15,0.14,9,365,1,
98969,Quartos na praia mais linda do Rio,521613,Cyro,,Recreio dos Bandeirantes,-23.03154,-43.47437,Private room,91,2,14,2022-06-18,0.11,1,75,10,
46613950,"Quarto,  banheiro privativo.",323880480,Luciana,,Campo Grande,-22.82802,-43.59974,Private room,54,1,0,,,1,180,0,
286677,a ocean view quadruple room in copacabana,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,250,2,37,2022-01-10,0.29,8,263,4,
286702,double/twin bedroom studio in copa,1429181,Samuel,,Copacabana,-22.96333,-43.17483,Entire home/apt,150,2,139,2022-05-15,1.12,8,356,13,
286788,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,180,2,22,2022-01-08,0.17,8,270,3,
286792,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96745,-43.17654,Private room,180,2,1,2019-01-02,0.02,8,265,0,
288732,"Room, en-suite bath-Leme-Copacabana",1355685,Jorge,,Leme,-22.96295,-43.1676,Private room,109,2,49,2017-03-02,0.39,2,162,0,
289898,double/twin ocean view room in copa,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,180,2,5,2022-01-02,0.07,8,257,1,
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,179,6,31,2022-04-15,0.25,6,180,6,
290513,House at the base of Sugarloaf From 1 to 12 months,1507016,João,,Urca,-22.952841,-43.168194,Entire home/apt,250,10,5,2022-06-01,0.06,1,98,1,
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,,Centro,-22.91408,-43.18233,Entire home/apt,159,3,62,2022-01-17,0.55,2,158,1,
99971,Right in front of the beach in Rio!,525976,Ricardo,,Leblon,-22.98812,-43.22897,Entire home/apt,261,3,124,2022-05-24,0.94,1,301,17,
291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,,Copacabana,-22.96343,-43.1905,Entire home/apt,2766,4,16,2018-02-20,0.13,1,83,0,
294292,"Copacabana, Cozy and Central",1309444,Sonia,,Copacabana,-22.96849,-43.18863,Private room,94,2,59,2022-05-09,0.47,3,72,16,
295683,Fresh n' Pendant-Botafogo,1526357,Antonio  ( Ton' ),,Botafogo,-22.94664,-43.18558,Private room,57,1,182,2019-11-30,1.43,1,0,0,
33331421,"Pousada e alojamento Fragoso, para empresas.",632609,Armando,,Santa Cruz,-22.87621,-43.76595,Private room,150,1,1,2019-06-29,0.03,1,88,0,
28237425,Praia da Moreninha/Térrea,192344699,Sirley,,Paquetá,-22.75782,-43.11076,Private room,300,2,0,,,1,80,0,
103053,santa teresa bairro fatima lapa,533278,Kaka,,Santo Cristo,-22.90559,-43.20979,Private room,361,1,0,,,1,0,0,
54105085,"casa ampla para veraneio, férias e feriados",202360762,Renato,,Paquetá,-22.76032,-43.10752,Entire home/apt,300,2,3,2022-03-02,0.58,1,363,3,
295955,Cozy apartment located in a safe area of Rio,1527388,Ana,,Laranjeiras,-22.93525,-43.17963,Entire home/apt,134,7,21,2022-05-18,0.17,1,117,5,
106372,Carnaval & Rock in Rio !!!,551316,Katia,,Barra da Tijuca,-23.00744,-43.43045,Entire home/apt,950,4,8,2022-01-03,0.11,1,358,1,
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,,Santa Teresa,-22.91735,-43.18133,Entire home/apt,200,2,61,2022-06-18,0.52,1,324,19,
34966167,Veleiro Wind Passenger,64844651,Mauro,,Jardim Guanabara,-22.81619,-43.20891,Entire home/apt,105,2,0,,,1,365,0,
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,,Glória,-22.91972,-43.1789,Entire home/apt,217,3,58,2021-09-13,0.43,1,0,1,
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,,Copacabana,-22.97975,-43.19016,Entire home/apt,278,5,135,2022-04-26,1.36,1,115,16,
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,,Ipanema,-22.98697,-43.19751,Entire home/apt,913,2,177,2022-05-24,1.39,1,66,21,
46312017,Studio com ótima localização em Duque de Caxias,279503448,Deoclecio,,Vigário Geral,-22.79356,-43.30413,Entire home/apt,98,2,18,2022-06-17,1.29,3,39,16,
39364388,Studio espaçoso no centro de Duque de Caxias,279503448,Deoclecio,,Vigário Geral,-22.79517,-43.30447,Entire home/apt,120,2,21,2022-06-10,0.94,3,38,11,
118355,HOUSE IN GARDEN,523251,Humberto,,Itanhangá,-22.98752,-43.31505,Entire home/apt,2171,1,10,2022-04-25,0.24,6,194,7,
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,,Copacabana,-22.9696,-43.1887,Entire home/apt,299,3,87,2022-01-21,0.65,1,303,2,
47879942,LINDO APÊ NA BARRA DA TIJUCA DE FRENTE PARA O MAR,212414559,Tiara,,Barra da Tijuca,-23.01137,-43.36004,Entire home/apt,224,3,37,2022-06-13,2.19,1,79,31,
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,,Ipanema,-22.98323,-43.1982,Private room,258,5,8,2018-01-03,0.06,1,89,0,
127018,Alugo quarto na Gávea com ar condicionado,629505,Eliane,,Gávea,-22.98114,-43.23899,Private room,110,2,5,2018-08-09,0.04,3,299,0,
309192,Rio-2 Bedroom-Minutes from it all,1590177,Eliani,,Santa Teresa,-22.91625,-43.18593,Entire home/apt,361,5,4,2014-06-30,0.03,1,365,0,
45897139,Casa 2 quartos Duplex Itaguaí,72013391,Marcos,,Santa Cruz,-22.86366,-43.76331,Entire home/apt,300,3,0,,,1,364,0,
128727,Double room in family house,622729,Geraldo & Shalluan,,Praça Seca,-22.895765,-43.353809,Private room,180,1,4,2017-03-26,0.03,2,181,0,
130234,excellent studio apartment,641519,Osvaldo,,Copacabana,-22.97575,-43.18877,Entire home/apt,180,3,4,2019-02-16,0.08,1,0,0,
14153420,Casa de luxo para olimpíada na cidade maravilhosa,85530884,Marcelo,,Gericinó,-22.80827,-43.46676,Entire home/apt,981,1,1,2016-08-21,0.01,1,89,0,
310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,,Copacabana,-22.96738,-43.18026,Entire home/apt,139,6,26,2020-01-08,0.21,1,95,0,
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,,Laranjeiras,-22.93707,-43.19071,Private room,105,1,8,2022-04-30,0.07,1,363,3,
311801,Copa Penthouse Black & White Suite,1603206,Bob,,Copacabana,-22.96779,-43.18065,Entire home/apt,180,3,182,2022-05-15,1.44,5,192,11,
311806,"Rio de janeiro, Ipanema 600m beach!",1603013,Giane,,Ipanema,-22.98116,-43.19864,Entire home/apt,310,5,22,2016-01-25,0.18,2,78,0,
31033475,"Acomoda 6 pessoas, lindo, seguro, garagem",231795447,Darke,,Vigário Geral,-22.78869,-43.31174,Entire home/apt,189,1,14,2022-06-05,0.65,2,145,8,
132832,VISTA PRAIA COPA - Excelente Quarto,652627,Ana,,Copacabana,-22.98282,-43.18935,Private room,149,2,4,2019-01-04,0.05,4,0,0,
621693669414261723,Apartamento aconchegante,170911884,Maira,,Santa Cruz,-22.87159,-43.76897,Entire home/apt,160,1,0,,,1,19,0,
313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,,Ipanema,-22.98377,-43.20067,Entire home/apt,194,2,142,2022-04-28,1.14,10,339,24,
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,,Maracanã,-22.91547,-43.22638,Private room,300,1,1,2016-02-02,0.01,1,365,0,
43175973,"casa sobrado confortável, 5 min do centro, tranqui",315289680,Aparecida Cintia,,Santa Cruz,-22.875,-43.76698,Entire home/apt,120,1,0,,,2,358,0,
133221,The room has its own toilet.,6416134,Rosangela,,Santa Teresa,-22.91882,-43.17828,Private room,70,1,32,2022-04-24,0.29,2,354,2,
583960690581558686,Apartamento 3 quartos Praia do Pepê,82042309,Solon,,Barra da Tijuca,-23.02175,-43.30712,Entire home/apt,700,3,0,,,4,179,0,
137002,"Very sophisticated in the mettle of Leblon, av. Cupertino",635510,Gilberto,,Leblon,-22.98251,-43.22108,Entire home/apt,958,2,30,2022-05-29,0.23,6,180,9,
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,,Leblon,-22.98175,-43.22492,Entire home/apt,250,3,39,2022-03-02,0.30,1,255,4,
52859136,Apartamento bucólico,54484992,Tatiana,,Urca,-22.94687,-43.16347,Entire home/apt,750,1,5,2022-04-23,0.88,1,360,5,
53383999,Quartos 4 e 3 em Copacabana,192170777,Catia,,Ipanema,-23.00049,-43.18474,Private room,350,2,0,,,6,54,0,
137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,,Lagoa,-22.97366,-43.20493,Entire home/apt,2581,21,0,,,1,98,0,
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,,Ipanema,-22.98456,-43.1956,Entire home/apt,361,6,39,2020-05-15,0.29,1,0,0,
314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,,Leblon,-22.98836,-43.22646,Entire home/apt,1627,8,18,2019-03-06,0.14,1,364,0,
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,,Botafogo,-22.95454,-43.17442,Entire home/apt,774,2,47,2022-06-04,0.35,2,305,19,
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,,Humaitá,-22.96148,-43.20038,Private room,258,2,81,2020-09-13,0.65,2,355,0,
51508812,A CONCHEGO   DE ARARUAMA,359902349,Lucira,,Ipanema,-23.00072,-43.1846,Private room,260,3,0,,,1,365,0,
154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,,Jacarepaguá,-22.97275,-43.41337,Entire home/apt,500,1,0,,,1,351,0,
47739419,LUX RIO 06 - Flat Frente praia com piscina,13949537,Alexander,,Ipanema,-22.98796,-43.18848,Entire home/apt,621,3,19,2022-05-30,1.10,9,124,16,
13002615,Somente nos dias das olimpíadas.,71690993,Moises Luis,,Glória,-22.92505,-43.16252,Entire home/apt,300,10,0,,,1,358,0,
315102,Bien situé ipanema,1618278,Andy,,Ipanema,-22.98649,-43.19793,Entire home/apt,198,3,52,2022-04-18,0.45,2,177,11,
315109,Flat in the heart of Ipanema beach,1618486,Denise,,Ipanema,-22.9819,-43.20042,Entire home/apt,190,10,15,2015-04-22,0.12,2,81,0,
166177,Studio  70 meters from Copacabana beach,792218,Levy,,Copacabana,-22.97854,-43.1904,Entire home/apt,161,2,97,2022-06-19,0.74,10,355,9,
166861,Private Double room at Copacabana,454863,Dary,,Copacabana,-22.98413,-43.19235,Private room,272,3,13,2022-03-01,0.13,2,334,1,
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,,Copacabana,-22.96614,-43.18401,Entire home/apt,170,3,2,2022-05-30,0.06,1,196,1,
316652,Everything u need + Breakfast!,1626226,Luiz,,Botafogo,-22.94471,-43.18421,Private room,139,3,97,2022-03-09,0.77,1,165,2,
42362930,Gamboa - Casa com Vista,340014508,Natane,,Saúde,-22.89361,-43.18427,Entire home/apt,110,2,5,2021-11-30,0.24,1,337,3,
591142821600190546,Ótimo apartamento em Copacabana e rua  p/ Ipanema,238584118,Adriane,,Ipanema,-22.99183,-43.18909,Entire home/apt,172,2,3,2022-05-01,1.13,1,82,3,
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,,Ipanema,-22.9869,-43.19286,Entire home/apt,183,2,70,2022-06-18,0.59,10,323,10,
167932,Quiet studio in the best of COPA,792218,Levy,,Copacabana,-22.97064,-43.18496,Entire home/apt,163,2,81,2022-04-23,0.62,10,361,7,
170265,Quarto confortável na praia da Barra da Tijuca,811735,Ivana,,Barra da Tijuca,-23.0102,-43.37246,Private room,370,2,1,2019-10-06,0.03,2,360,0,
318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,,Copacabana,-22.96703,-43.18193,Entire home/apt,568,3,3,2020-03-08,0.03,1,4,0,
170397,Studio in the HEART of Copacabana,792218,Levy,,Copacabana,-22.97135,-43.18779,Entire home/apt,161,2,106,2022-04-25,0.81,10,334,6,
171505,Come and feel at home,820276,Cristiana,,Vidigal,-22.99327,-43.23481,Entire home/apt,413,3,1,2016-08-21,0.01,1,365,0,
321061,Copacabana Apartment between Ipanema and Arpoador,1644610,Lisa,,Copacabana,-22.984125,-43.190884,Entire home/apt,180,1,6,2022-06-15,2.73,1,72,6,
172902,Studio between Ipanema / Copacabana,792218,Levy,,Copacabana,-22.98114,-43.19429,Entire home/apt,151,2,103,2022-04-27,0.78,10,363,12,
173709,Excelent apt near Copacabana beach,829630,Luciana,,Copacabana,-22.96104,-43.17647,Entire home/apt,96,2,84,2022-06-14,0.66,3,0,14,
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,,Copacabana,-22.98015,-43.19098,Entire home/apt,609,3,200,2022-04-25,1.52,2,25,9,
176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,,Copacabana,-22.98401,-43.19035,Entire home/apt,1086,5,153,2022-06-03,1.18,1,279,13,
321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,,Botafogo,-22.94187,-43.18707,Private room,671,3,1,2012-02-21,0.01,3,365,0,
321648,NEW WORLD LODGINGS #Tirrik Room -RJ,1641925,Charles,,Botafogo,-22.94259,-43.18703,Private room,671,3,3,2015-01-09,0.03,3,365,0,
