id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41450484,Q,123188442,Bruno,,Tijuca,-22.92514,-43.24364,Entire home/apt,175,7,0,,,1,365,0,
41453856,Quartos prédio  beira mar - Copacabana - 5 pessoas,31077405,Marinela,,Leme,-22.96324,-43.17129,Private room,800,2,0,,,4,88,0,
41553267,"Apartamento bem localizado, próximo de tudo.",326328843,Luiz,,Copacabana,-22.963005,-43.175743,Entire home/apt,120,2,21,2022-06-19,0.72,1,345,19,
41553465,Perto Parque Olímpico Barra total segur cond fech,101664936,Juliano,,Jacarepaguá,-22.96357,-43.40582,Entire home/apt,1000,2,2,2022-01-02,0.07,2,351,1,
41553536,Casa Alice das Agua,97513278,Joana & Frank,,Laranjeiras,-22.93412,-43.19453,Entire home/apt,2233,2,0,,,1,0,0,
41716918,Cantinho Sossegado apt. 201,307824411,Bruno,,Laranjeiras,-22.93541,-43.19118,Entire home/apt,400,3,2,2021-10-12,0.07,1,83,1,
41717191,❤ COPACABANA! Estilo e conforto na quadra da praia,318163118,Renata,,Copacabana,-22.96313,-43.17614,Entire home/apt,224,1,126,2022-06-12,4.37,8,208,44,
41717861,Suíte no Leblon em rua silenciosa e arborizada.,300339043,Claudia,,Leblon,-22.98327,-43.22373,Private room,200,2,5,2022-04-24,0.59,3,0,5,
41718338,Suite Master Luxo entrada independente,513685,Carlos,,Praça Seca,-22.89912,-43.34864,Entire home/apt,98,2,7,2022-06-01,0.25,4,165,5,
41718670,Hoospedagem Carioca,286967488,Jaqueline,,Centro,-22.9135,-43.1882,Private room,300,15,0,,,1,365,0,
41719863,Bem-vindos ao simpático apartamento do Catete!,123078441,Sonia Regina,,Catete,-22.92515,-43.17791,Entire home/apt,190,1,4,2022-04-25,0.14,3,355,3,
41720655,Tascha's Manson,14933126,Tascha,,Santa Teresa,-22.9185,-43.18075,Entire home/apt,210,4,3,2022-03-03,0.11,1,0,2,
41720836,"CARNAVAL, IMÓVEL FLAMENGO-RJ",241321269,Jorge Alexandre,,Flamengo,-22.92765,-43.17293,Entire home/apt,230,7,0,,,2,83,0,
41554527,Cobertura  em Laranjeiras.,51099998,Alexandra,,Laranjeiras,-22.93461,-43.18096,Entire home/apt,230,2,3,2021-04-20,0.15,3,212,0,
41455090,QUARTO amplo em SÃO CONRADO,138773123,Elza,,Rocinha,-22.99332,-43.253,Private room,180,2,1,2020-02-26,0.04,1,87,0,
41556806,"Casa 422 com conforto, segurança e tranquilidade",327377210,Myriam,,Guaratiba,-22.97889,-43.58245,Shared room,159,1,0,,,1,365,0,
41455864,"Casa no térreo,  vinte minutos pra Barra da Tijuca",324012834,Alessandra,,Freguesia (Jacarepaguá),-22.94315,-43.34808,Entire home/apt,57,1,3,2022-03-02,0.66,2,285,3,
41557542,Yellow suite - Suite em Ipanema,327388604,Marie,,Copacabana,-22.98201,-43.19517,Private room,450,6,0,,,5,180,0,
41562036,"Bairro maravilhoso, 2 quadras do metro. Apto Lindo",20515957,Carolina Alejandra,,Flamengo,-22.93901,-43.17763,Entire home/apt,239,3,20,2022-05-30,1.13,2,210,13,
41721056,Sinta-se em casa e acomodado em um amplo apt.,329458479,Francis,,Cachambi,-22.89151,-43.26839,Entire home/apt,150,1,28,2022-06-09,1.28,1,347,12,
41734011,Ótimo Quarto em Apto Lindo. Na Melhor Localização.,1862303,Diogo,,Ipanema,-22.98762,-43.19079,Private room,96,2,6,2021-12-04,0.21,2,0,4,
41562331,❤️SUÍTE GRANDE NA QUADRA DA PRAIA DE COPACABANA❤️,67805254,Fernanda,,Copacabana,-22.96982,-43.18218,Private room,280,1,1,2022-04-23,0.50,2,94,1,
41562694,Apto aconchegante com varanda em frente ao metrô,150596155,Eduarda,,Botafogo,-22.95107,-43.18291,Entire home/apt,170,3,4,2021-01-03,0.14,1,0,0,
41457141,Apto em Copacabana a um 1! quarteirão da praia!,302417502,Ivan,,Copacabana,-22.97777,-43.18889,Entire home/apt,399,3,3,2021-01-03,0.10,1,0,0,
41562725,Belíssima Suíte na quadra da Praia,327462696,Rodrigo,,Copacabana,-22.96839,-43.18198,Private room,1100,1,0,,,3,179,0,
41807419,Apartamentinho OÁSIS,8776211,Mauro,,Praça da Bandeira,-22.91156,-43.21173,Entire home/apt,96,4,18,2022-06-16,0.62,1,303,8,
41809335,"UM PEQUENO QUARTO DE FUNDOS, FLAMENGO.",316921706,Paulo,,Flamengo,-22.92654,-43.17573,Private room,70,1,18,2021-12-21,0.62,7,34,6,
41809669,Cosy 2Bdr in the heart of Copacabana,21218739,Pedro,,Copacabana,-22.97382,-43.18986,Entire home/apt,300,3,18,2022-04-25,0.63,8,189,12,
41737229,Apartamento com ótima  localização.,21606884,Gianpiero,,Copacabana,-22.98495,-43.19161,Entire home/apt,2000,5,0,,,1,87,0,
41737897,Vista Bondinho entre os bairros Flamengo/Botafogo,48376997,Paulo Roberto,,Flamengo,-22.93907,-43.17814,Entire home/apt,490,2,6,2022-05-23,0.21,1,82,3,
41740449,Clássico e Confortável no coração de Botafogo!,245416739,Paulo,,Botafogo,-22.94823,-43.1883,Entire home/apt,135,1,14,2022-06-01,0.48,1,20,6,
41562792,"Piscina, estacionamento incluso,máquina de lavar)",327150112,Raquel,,Jacarepaguá,-22.97305,-43.41342,Entire home/apt,157,1,106,2022-06-12,3.62,1,324,39,
41563890,Apartamento na Praia,6154800,Pedro E Marisa,,Copacabana,-22.9729,-43.18447,Entire home/apt,1200,3,3,2022-01-03,0.11,3,22,1,
41564359,BELÍSSIMA SUÍTE NA QUADRA DA PRAIA,327462696,Rodrigo,,Copacabana,-22.96893,-43.18238,Private room,1100,1,0,,,3,180,0,
41564712,BELÍSSIMA SUITE QUADRISSIMA DA PRAIA,327462696,Rodrigo,,Copacabana,-22.97093,-43.18193,Private room,1100,1,0,,,3,180,0,
41567070,"Av.Atlântica, tipo flat 03  hospedes,lindo!",48720390,Fariza,,Copacabana,-22.96743,-43.18209,Entire home/apt,177,2,4,2022-04-24,0.14,8,279,3,
41568656,Domingos Ferreira Mezanino BEACH!!!,12902528,Lilien,,Copacabana,-22.9725,-43.1877,Entire home/apt,199,3,0,,,15,275,0,
41574751,CASA DESLUMBRANTE NO JARDIM BOTANICO,5016144,Roberta,,Jardim Botânico,-22.96373,-43.22384,Entire home/apt,4000,3,5,2022-03-06,0.17,3,364,2,
41579501,Flat lindamente reformado no Leblon,211548629,Silvia,,Leblon,-22.98346,-43.22468,Entire home/apt,350,2,1,2020-01-15,0.03,1,0,0,
41740803,Sitio em Ilha de Guaratiba,231425028,Isabel,,Guaratiba,-22.97514,-43.55269,Entire home/apt,800,1,5,2021-05-02,0.23,1,209,0,
41741127,Apartamento Copacabana/Leme - ANO NOVO,329636629,Jorceia,,Copacabana,-22.96251,-43.17424,Entire home/apt,625,4,0,,,1,165,0,
41743721,Alugo vagas na República somente para moças.,105458113,Rosangela,,Botafogo,-22.95589,-43.18147,Shared room,150,15,0,,,2,83,0,
41744313,Comfortable Living room for 2 /easy access,291849270,Livia,,Laranjeiras,-22.93657,-43.18434,Shared room,56,2,4,2020-03-13,0.14,3,3,0,
41744591,Apartamento Vista Fantástica da Lagoa,205112382,Lucas,,Lagoa,-22.96137,-43.2101,Entire home/apt,650,3,9,2022-06-10,0.32,1,10,8,
41745541,quarto aconchegante,309020752,Nara,,Recreio dos Bandeirantes,-23.01937,-43.51059,Private room,100,1,17,2022-04-25,0.60,1,346,11,
41746009,AP em Copacabana para até 6 pessoas!!!,271367467,Anna,,Copacabana,-22.98322,-43.19292,Entire home/apt,490,3,1,2020-02-26,0.04,4,0,0,
41810549,Melhor ponto de Ipanema com 171m2!,18005461,Fabiana,,Ipanema,-22.98134,-43.20582,Entire home/apt,3000,4,0,,,1,89,0,
41810732,Excelente Conjugado ao lado do Metrô,315830238,Zuleica,,Copacabana,-22.96756,-43.18713,Entire home/apt,160,2,10,2022-04-26,0.35,1,82,8,
41811638,Ipanema s Queen s Home,164641104,Carla,,Ipanema,-22.98325,-43.2006,Entire home/apt,299,3,19,2022-05-31,0.95,1,38,9,
41812164,"Praia, Reserva, Rio Design, Vogue Square, Techset.",243992097,Rejane,,Barra da Tijuca,-23.00368,-43.39195,Entire home/apt,459,3,5,2022-02-07,0.22,1,121,2,
41812476,"Espacioso Cuarto, mejor ubicacion de Copacabana",217633370,Auromillia,,Copacabana,-22.97269,-43.18901,Private room,130,2,5,2022-04-25,0.18,2,354,2,
41818993,Casa linda e sossegada na floresta.,15769644,André,,Itanhangá,-22.977442,-43.325317,Entire home/apt,800,30,0,,,2,365,0,
41819817,"Studio em Copa, Vista Mar - Localização Fantástica",12295296,Evelyn,,Copacabana,-22.9791,-43.19027,Entire home/apt,179,5,18,2022-06-19,1.01,1,37,15,
41829545,Conforto no coracao de Copa,87545131,Rita,,Copacabana,-22.97779,-43.19271,Entire home/apt,971,2,1,2020-02-23,0.04,1,128,0,
41579733,Moderno e charmoso loft duplex de dois quartos,25639217,Teresinha,,Laranjeiras,-22.94195,-43.19119,Entire home/apt,800,3,1,2020-01-28,0.03,1,177,0,
41579841,MotorHome de Sugar Loaf - City And Nature,327680229,Igor,,Urca,-22.95147,-43.16816,Private room,56,2,1,2020-03-01,0.04,1,90,0,
41831250,Ótimo Apartamento em Laranjeiras (3 Qtos),111333913,Marcelo,,Laranjeiras,-22.9312,-43.18873,Entire home/apt,520,1,1,2021-12-19,0.16,1,51,1,
41832085,3 quartos aconchegantes,189793649,Gabriela,,Copacabana,-22.98517,-43.192,Entire home/apt,2000,2,2,2022-01-02,0.11,1,83,1,
41833143,Leblon: Ao lado da Praia em Linda Casa - Qto 2,182590655,Linda,,Leblon,-22.982937,-43.221146,Private room,161,2,49,2022-05-29,1.69,3,66,27,
41833699,Loft modernissimo no coração de Copacabana,13770783,Adriana,,Copacabana,-22.97477,-43.18987,Entire home/apt,500,2,2,2022-03-03,0.07,2,358,1,
41835356,Apartamento resort no recreio dos bandeirantes /RJ,116660406,Alves,,Recreio dos Bandeirantes,-23.00703,-43.45862,Entire home/apt,700,4,0,,,2,89,0,
41835692,Apto aconchegante...,232542840,Isabel,,Senador Camará,-22.88316,-43.48744,Entire home/apt,75,2,13,2022-05-03,0.96,1,174,12,
41582106,Stunning Ipanema Remodeled Ocean View Penthouse,3772984,Dr. Edison,,Ipanema,-22.985647201538086,-43.201839447021484,Entire home/apt,2000,5,3,2020-08-16,0.11,2,88,0,
41583651,"Quarto familiar, para moça.",216768819,Cleo,,Tijuca,-22.9338,-43.24348,Private room,200,2,1,2021-01-03,0.06,1,0,0,
41835918,Condomínio Barra Sul. Balsa para praia da reserva,193766366,Maria Helena,,Barra da Tijuca,-23.00816,-43.42941,Entire home/apt,300,2,9,2022-03-04,0.32,1,167,8,
41746322,2 quartos na melhor localização do Leblon,48616988,Isabela,,Leblon,-22.9821,-43.22613,Entire home/apt,2300,5,0,,,1,180,0,
41583654,Wide flat with two double rooms two bathroom,327738443,Karime,,Tauá,-22.79568,-43.18552,Entire home/apt,140,1,34,2022-06-17,1.18,1,126,18,
41584397,APARTAMENTO 1SUITE NO CORAÇÃO DA GÁVEA,26797358,Tamyres,,Gávea,-22.97639,-43.2313,Entire home/apt,290,2,3,2022-03-04,0.11,1,177,2,
41747417,"Quarto em área nobre do Recreio, muito tranquilo.",329705035,Ana Celia,,Recreio dos Bandeirantes,-23.01923,-43.46627,Private room,150,2,8,2021-11-15,0.28,3,72,3,
41749712,Exclusive luxury beach view triplex roof top Rio,894049,Janara,,Ipanema,-22.98451,-43.21378,Entire home/apt,25000,5,0,,,11,89,0,
41586695,Apto 2 quartos Barra/Recreio,72783886,Samára,,Barra da Tijuca,-23.01035,-43.43601,Entire home/apt,750,2,2,2021-11-15,0.11,1,169,1,
41588570,Atelier Morales,327686062,João Henrique,,Tijuca,-22.91815,-43.22869,Private room,100,1,0,,,1,365,0,
41591136,Loft com vista para o Pão de Açucar!,16944833,Maria,,Santa Teresa,-22.92106,-43.18442,Private room,78,7,3,2021-11-15,0.11,6,352,2,
41591142,Lindo e aconchegante na Barra da Tijuca,33298678,Danielle,,Barra da Tijuca,-23.0036,-43.35162,Entire home/apt,300,3,6,2021-10-22,0.26,1,259,2,
41751368,QUARTO EM CASA FAMILIAR MARACANÃ,7052139,Kerindê,,São Francisco Xavier,-22.90584,-43.24649,Private room,208,2,0,,,1,365,0,
41757578,Apartamento Barra temporada,73758880,Ricardo,,Barra da Tijuca,-22.99782,-43.37925,Entire home/apt,500,5,0,,,2,365,0,
41839498,Studio in a central spot in Copacabana,330703906,Carlos,,Copacabana,-22.96732,-43.18838,Entire home/apt,300,2,1,2020-02-25,0.04,1,88,0,
41839522,Casa na Barra pertinho do mar,32677664,Maria,,Barra da Tijuca,-23.00389,-43.33492,Entire home/apt,1200,3,37,2022-03-05,1.32,1,17,15,
41591163,"Local maravilhoso, perto do Maracanã",5973498,Suyanne,,Vila Isabel,-22.91925,-43.24528,Private room,200,3,0,,,3,89,0,
41593041,The Ambassador Palace on Copacabana Beachfront,203049259,Rafic,,Copacabana,-22.96987,-43.18276,Entire home/apt,11500,5,5,2022-04-28,0.21,2,267,3,
41593343,Confortável e perto das melhores praias do Recreio,106549342,Lívia,,Recreio dos Bandeirantes,-23.00326,-43.48439,Private room,150,1,0,,,1,79,0,
41840076,Casa Duplex independente,330224882,Josue,,Brás de Pina,-22.83051,-43.29137,Entire home/apt,300,3,0,,,10,180,0,
41840698,Apartamento para 1 ano em Laranjeiras,36418418,Mayara,,Laranjeiras,-22.9359,-43.18877,Entire home/apt,2350,22,0,,,1,365,0,
41760605,Bedroom at excelent apartment in Botafogo,329834760,Rodrigo,,Botafogo,-22.94974,-43.19186,Private room,207,3,0,,,1,89,0,
41760971,kitnet tranquila,329906145,Leza,,Botafogo,-22.95071,-43.18306,Entire home/apt,119,5,16,2022-04-25,0.56,1,348,4,
41593990,Selaron Apartments Violeta Santa Teresa,36981403,Cristina,,Santa Teresa,-22.91725,-43.17991,Entire home/apt,67,28,2,2022-01-29,0.07,4,363,1,
41593995,Copa Maris: seu 3 quartos ao lado da praia!,2513825,Newton,,Copacabana,-22.9692,-43.18191,Entire home/apt,802,3,55,2022-06-01,1.93,25,48,26,
41594663,Flat em localização privilegiada - Barra da Tijuca,320055366,Carlo,,Barra da Tijuca,-23.00368,-43.34035,Entire home/apt,250,3,1,2020-02-25,0.04,2,120,0,
41595345,VISTA MAR 50 METROS DA PRAIA DO LEME,231159376,Ursula,,Leme,-22.96162,-43.17079,Entire home/apt,200,1,1,2020-02-03,0.03,3,358,0,
41596087,"03 quartos com vista lateral mar , posto 05 vip !",48720390,Fariza,,Copacabana,-22.9767,-43.19069,Entire home/apt,780,4,0,,,8,363,0,
41596172,Espaço InteiroCond. FECHADO BARRA SEG24H/5minPRAIA,287701549,Fernanda,,Barra da Tijuca,-22.98891,-43.3576,Entire home/apt,800,3,3,2022-03-01,0.11,2,325,1,
41842015,Cobertura Duplex Botafogo - Vista sensacional!,120978211,Ricardo,,Botafogo,-22.95176,-43.17759,Entire home/apt,1214,5,1,2022-03-03,0.27,2,27,1,
41605363,Apto 2 quartos no coração de Copacabana (6 vagas).,328038295,Luciana Baptista,,Copacabana,-22.96421,-43.18857,Entire home/apt,1500,2,1,2020-01-26,0.03,1,363,0,
41608712,aconchego no coração de lapa/ best location,208125559,Cassia,,Centro,-22.9109,-43.18719,Entire home/apt,81,1,61,2022-06-19,2.12,1,69,55,
41842977,"BRIGHT, COMPACT & IN THE HEART OF RIO (IPANEMA)!",11210741,Bel,,Copacabana,-22.98242,-43.19464,Entire home/apt,450,5,1,2020-02-28,0.04,1,252,0,
41761489,Copacabana Posto 3 Próx Copacabana Palace,98505811,Edimilson,,Copacabana,-22.9687,-43.18182,Private room,1807,1,0,,,1,83,0,
41762200,3 QUARTOS COPA COM INFRAESTRUTURA E VERDE,105304810,Sheila,,Copacabana,-22.96655,-43.19149,Entire home/apt,1200,2,1,2020-02-24,0.04,1,200,0,
41611812,Edifício Túnel de Copacabana,15761503,Wander De Oliveira,,Copacabana,-22.9603,-43.17484,Entire home/apt,165,2,0,,,1,341,0,
41612134,Ipanema Flat 2 qtos gar. serv. piscina fte metrô,10541644,Virginia,,Ipanema,-22.98347,-43.19613,Entire home/apt,357,4,5,2021-11-01,0.44,9,152,5,
41612220,Apartamento em excelente localização em Copacabana,181542709,Janine,,Copacabana,-22.96451,-43.18033,Entire home/apt,1200,3,0,,,1,358,0,
41847563,Apartamento vista para para o Cristo Redentor,75401629,Luana,,Botafogo,-22.94881,-43.19002,Entire home/apt,990,6,0,,,1,173,0,
41613527,Copacabana new studio flat super location,6786750,Matteo,,Copacabana,-22.97554,-43.18882,Entire home/apt,180,4,6,2021-07-01,0.21,30,159,1,
41613602,Flat em localização privilegiada - Barra,320055366,Carlo,,Barra da Tijuca,-23.00398,-43.34203,Entire home/apt,264,10,0,,,2,167,0,
41618804,Ótimo apartamento na praia de Copacabana,147067860,Jurandyr,,Copacabana,-22.965,-43.17831,Entire home/apt,195,2,56,2022-06-11,1.94,1,82,27,
41848453,Bed and breakfast - Taquara,330806391,Liliane,,Taquara,-22.92668,-43.38954,Private room,200,1,0,,,1,89,0,
41851717,3 quartos /3 banheiros PRAIA E RICK IN RIO,53461053,Ana Paula,,Barra da Tijuca,-23.01187,-43.30178,Entire home/apt,1500,5,0,,,4,365,0,
41859014,Apto 1 Quarto - Copacabana - UM MIMO,21492726,Neto,,Copacabana,-22.97745,-43.19103,Entire home/apt,450,3,0,,,1,360,0,
41859585,"Apartamento rua Paula Matos, Santa Teresa, RJ",202876681,Yan,,Santa Teresa,-22.91275,-43.19314,Private room,350,6,1,2020-01-27,0.03,1,179,0,
41859902,Quarto bem arejado em apartamento no Grajaú,83998008,Jackeline,,Grajaú,-22.92182,-43.26162,Private room,80,960,2,2020-03-14,0.07,1,364,0,
41861212,RESIDENCIAL RIO COMPRIDO SUÍTE 04,63954449,Jorge,,Rio Comprido,-22.92412,-43.20878,Private room,49,7,1,2020-02-27,0.04,6,327,0,
41868994,Hospede-se em um veleiro aos pés do Pão de Açúcar.,71705807,Hugo,,Urca,-22.94978,-43.16732,Entire home/apt,1000,1,0,,,1,83,0,
41762343,"Room in Leblon, close to the beach.",122386178,Joao,,Leblon,-22.97974,-43.22003,Private room,500,1,1,2020-01-23,0.03,1,87,0,
41762651,Uhauuu que Lindo! Gávea / Leblon c/vaga !Amei,321818201,Maria Luisa,,Gávea,-22.97734,-43.227,Entire home/apt,3500,7,2,2021-02-17,0.11,16,365,0,
41762661,Casa na mata com fácil acesso a pontos turísticos,309242761,Sonia & Neno,,Santa Teresa,-22.93567,-43.19856,Entire home/apt,200,2,0,,,1,89,0,
41763256,Uma das melhores vista,326164695,Carmem,,Barra da Tijuca,-23.00884,-43.3543,Entire home/apt,2581,5,0,,,1,363,0,
41619006,Vista incrível 300 metros da Praia de Copacabana.,86594299,Liner,,Copacabana,-22.97089,-43.18764,Entire home/apt,160,1,51,2022-06-14,1.74,1,157,26,
41620702,Apt na frente do metro e a 2 quadras da praia!,127235104,Natállia,,Copacabana,-22.98301,-43.19526,Entire home/apt,250,3,2,2022-03-02,0.07,1,358,1,
41869906,Studio aconchegante  na saída do Metro G. Osório.,157117195,Damião,,Copacabana,-22.98064,-43.19569,Entire home/apt,230,3,2,2020-03-01,0.07,1,349,0,
41622263,Monsieur LeBlond: confortável flat com garagem!,2513825,Newton,,Leblon,-22.98284,-43.2238,Entire home/apt,792,3,68,2022-06-05,2.33,25,71,36,
41626758,"Apto em Copacabana,  a 4min da Orla e 3 min do Met",143561546,Gildete,,Copacabana,-22.96773,-43.18712,Entire home/apt,207,4,2,2022-05-19,0.35,1,359,2,
41633089,Lar doce lar - PROJAC,328390988,Carla,,Jacarepaguá,-22.97325,-43.41235,Entire home/apt,350,1,2,2022-03-01,0.07,1,356,1,
41870619,Apartamento novo quarto e sala à 250m da praia,55254822,Fabricio,,Recreio dos Bandeirantes,-23.02671,-43.47305,Entire home/apt,240,2,31,2022-03-27,1.12,1,42,20,
41635262,Orange room - Quarto em Ipanema,327388604,Marie,,Copacabana,-22.98341,-43.19422,Private room,350,6,2,2021-01-02,0.07,5,180,0,
41635654,Suíte dupla em Ipanema - Double suite in Ipanema,327388604,Marie,,Copacabana,-22.98385,-43.19438,Private room,1000,6,1,2020-01-20,0.03,5,180,0,
41636013,Green room in Ipanema - Quarto verde em Ipanema,327388604,Marie,,Copacabana,-22.98353,-43.1944,Private room,350,6,1,2022-01-04,0.18,5,180,1,
41636140,Apartamento quarto e sala na Av. Atlântica 3196,12322774,Ayla,,Copacabana,-22.9759,-43.18864,Entire home/apt,285,2,3,2022-04-24,0.41,1,358,3,
41638646,Quarto em Ipanema - Room in Ipanema,327388604,Marie,,Copacabana,-22.98213,-43.19586,Private room,350,6,3,2022-01-05,0.11,5,180,1,
41640056,Apartamento Ipanema Arpoador,55123769,Mariana,,Ipanema,-22.98335,-43.1968,Entire home/apt,190,4,11,2022-04-28,0.38,2,44,9,
41640482,Casa aconchegante em Santa Teresa,100951115,Eune,,Santa Teresa,-22.91935,-43.19301,Entire home/apt,1500,2,0,,,1,90,0,
41642222,Pineapples NSC1006 | Pet Friendly Apartment overlooking Copacabana beach,66039372,Pineapples,,Copacabana,-22.9654,-43.17447,Entire home/apt,401,1,27,2022-05-10,1.00,30,322,19,
41872329,ESPECIAL para o feriadão da Páscoa em Copacabana,331111950,Carlos,,Copacabana,-22.96286,-43.17561,Entire home/apt,180,2,0,,,1,171,0,
41642225,Pineapples RE701 | Cozy apartment close to Copacabana beach,66039372,Pineapples,,Copacabana,-22.9859,-43.19093,Entire home/apt,361,1,1,2022-05-29,1,30,314,1,
41642896,APT em andar ELEVADO50m até a PRAIA DE COPACABANA,2919803,Felipe,,Copacabana,-22.96739,-43.18138,Entire home/apt,149,5,1,2020-10-12,0.05,18,85,0,
41644287,Casa da mãe Joanna- apto silencioso 200 m da praia,221617617,Joanna,,Copacabana,-22.96477,-43.17567,Entire home/apt,170,2,7,2022-03-09,0.24,4,110,5,
41644836,Apartment 200 meters from Copacabana beach,221617617,Joanna,,Copacabana,-22.96357,-43.17656,Entire home/apt,179,2,28,2022-04-16,1.00,4,110,21,
41983342,3 Bedrooms with Air High Level in Copa,91654021,Daniel,,Copacabana,-22.96337,-43.17792,Entire home/apt,633,3,1,2021-11-16,0.14,184,169,1,
41984049,Venha para o aconchego de Vila isabel,331433996,Marcia,,Andaraí,-22.91979,-43.25078,Shared room,120,3,0,,,1,365,0,
41875493,Charmoso e Aconchegante 🌞Ideal para  Home Office,84800654,Vivian,,Copacabana,-22.97604,-43.18722,Entire home/apt,160,1,75,2022-04-06,2.60,1,97,42,
41989321,um sorriso alla vita,332491755,Roberto,,Copacabana,-22.96687,-43.18095,Private room,199,2,1,2020-02-24,0.04,2,0,0,
41885595,Apartamento 3 quartos em Copacabana,9311462,Tereza,,Copacabana,-22.96319,-43.17592,Entire home/apt,529,5,10,2022-06-20,0.46,4,303,8,
41995887,Apartamento em Frente a Praia bem Localizado Metrô,269024039,Luciano,,Copacabana,-22.97909,-43.19046,Entire home/apt,157,2,10,2022-06-18,0.35,1,307,9,
41997685,Apartamento Amplo e Confortável com vista.,318023747,Marisa,,São Cristóvão,-22.89837,-43.22365,Entire home/apt,210,3,7,2022-03-01,0.25,2,365,2,
41886805,Lugar perfeito!,51589153,Jose,,Copacabana,-22.97011,-43.18066,Entire home/apt,300,5,1,2020-02-05,0.03,1,179,0,
41764859,AMAZING PENTHOUSE IN THE BEST LOCATION OF IPANEMA.,22860550,Oliver,,Ipanema,-22.98218,-43.2032,Entire home/apt,280,30,10,2022-05-10,0.35,3,1,5,
41998934,Pineapples BR1033 | Apartment in Copacabana 100m from the beach,66039372,Pineapples,,Copacabana,-22.96504,-43.17843,Entire home/apt,320,1,17,2022-05-02,0.60,30,303,9,
42000822,Studio Santa Teresa 5,86777769,Alciete,,Santa Teresa,-22.9208,-43.19258,Entire home/apt,99,4,1,2020-02-25,0.04,4,0,0,
42002829,Quarto em belo local em laranjeiras,152470615,Mauricio,,Laranjeiras,-22.93643,-43.19406,Private room,100,4,0,,,2,361,0,
42003745,Apartamento carnaval,332749704,Nany,,Santa Teresa,-22.92121,-43.18345,Entire home/apt,500,1,0,,,1,365,0,
42004254,Carnaval RJ - Quarto no Recreio  - Perto da Praia,233243245,Rafael,,Recreio dos Bandeirantes,-23.00425,-43.48364,Private room,515,3,0,,,1,173,0,
42005597,Quarto próximo ao Hospital Rios D'or,109156036,Claudia Regina,,Freguesia (Jacarepaguá),-22.93905,-43.33278,Private room,85,2,19,2022-05-15,0.67,1,83,9,
41766110,TEMPORADA CARNAVAL,210537672,Natália,,Humaitá,-22.95566,-43.1988,Entire home/apt,500,5,0,,,1,90,0,
41887004,Apartamento Copacabana,152502815,Juan,,Copacabana,-22.96619,-43.18192,Entire home/apt,160,2,14,2022-05-15,0.68,1,168,8,
42006090,Localização excelente,329535996,Rubens,,Copacabana,-22.96624,-43.18111,Entire home/apt,200,2,2,2021-02-08,0.07,1,0,0,
41887920,"Projac, Parque Olímpico e Praias da Barra/Recreio",331102052,Paula,,Jacarepaguá,-22.96545,-43.40634,Entire home/apt,200,2,0,,,1,0,0,
41890965,Alugo prédio comercial,115778451,Vitor,,Copacabana,-22.96476,-43.1842,Entire home/apt,3000,30,0,,,1,111,0,
41766903,"1 Quarto: Próx. CentroRj, Maracanã e Tijuca",121257628,Jéssica,,Engenho Novo,-22.90549,-43.26459,Private room,105,1,6,2022-03-13,0.26,1,180,3,
42009126,Suíte privativa em confortável ambiente familiar.,33671085,Claudio,,Laranjeiras,-22.9414,-43.19367,Private room,185,2,0,,,3,362,0,
42010014,Suíte em Copacabana. Quadríssima  da praia.,328398627,Fabio,,Copacabana,-22.97152,-43.18511,Private room,150,2,1,2020-02-29,0.04,1,232,0,
42010487,"Casa ""de praia"" na ""montanha"" com vista livre",3069198,Érika,,Itanhangá,-22.99746,-43.29744,Entire home/apt,900,5,4,2022-03-03,0.23,2,79,1,
42010652,Sítio Vibe Nativa,332005873,Gabriel,,Guaratiba,-22.98691,-43.56604,Entire home/apt,650,2,7,2021-08-09,0.41,1,63,2,
42011718,"Copacabana, o espaço ideal para você",3558155,Gloria,,Copacabana,-22.96283,-43.17593,Entire home/apt,237,3,4,2021-09-07,0.14,1,0,1,
41767201,"IPANEMA , SUA MELHOR COMPANHIA !!",329561946,Mauricio,,Ipanema,-22.98573,-43.19817,Entire home/apt,1000,5,0,,,1,180,0,
41898382,quartos populares pode cozinhar  ambiente familiar,331317764,Paul,,Coelho Neto,-22.82547,-43.35006,Shared room,56,5,0,,,1,365,0,
42012781,Casas flegler,332881900,Igor Flegler De Souza,,Vaz Lobo,-22.86187,-43.32458,Private room,300,1,0,,,1,362,0,
41898439,Apartamento no melhor lugar da Barra da Tijuca,227694322,Agatha,,Barra da Tijuca,-23.00332,-43.32929,Entire home/apt,220,2,3,2022-06-07,0.11,1,322,1,
41769011,Maravilhoso Estúdio em Copacabana Posto3,311355522,Vitoria,,Copacabana,-22.9698,-43.18834,Entire home/apt,250,3,0,,,1,171,0,
41769532,"Copacabana Princesinha do Mar
VISTA LATERAL DO MAR",329785303,Ana Maria,,Copacabana,-22.96325,-43.17605,Entire home/apt,230,3,15,2022-04-14,0.52,1,103,8,
41773011,Stylish apartment! The most beautiful view of Rio,100451709,Giulia,,Urca,-22.95102,-43.16804,Entire home/apt,480,3,30,2022-05-02,1.06,1,143,12,
